800,5,H
1120,5,H
480,5,H
1568,5,H
672,5,H
288,5,H
320,6,H
448,6,H
192,6,H
128,7,H
12500,5,S
28125,5,S
43750,5,S
18750,5,S
153125,5,S
65625,5,S
31250,6,S
109375,6,S
46875,6,S
78125,7,S
151263,5,C
67228,5,C
252105,5,C
168070,5,C
100842,5,C
420175,5,C
235298,6,C
588245,6,C
352947,6,C
823543,7,C
972,5,D
2430,5,D
3402,5,D
11907,5,D
6075,5,D
8505,5,D
1458,6,D
3645,6,D
5103,6,D
2187,7,D
